"","date","user_location","text","dat"
"705","18-08-2020 12:45","Adelaide, South Australia","@michellegrattan @ConversationEDU This is what passes for leadership in our country: a voucher for something that w… https://t.co/OUUb1PeYIj",2020-08-18
"706","18-08-2020 12:34","Hyderabad, India","@PrivilRodrigues @yatish57 @deepkaranahuja @shristi522 @Amrita33392520 @RashmiSriniva14 @AkashRK_88 @SJanaQA… https://t.co/VPLa11fwfr",2020-08-18
"707","18-08-2020 12:30","The Great Pacific Northwest","@MSNBC Well, let’s qualify that: would anyone of any party get a vaccine rushed out and minimally tested coming from Russia? #CovidVaccine",2020-08-18
"708","18-08-2020 12:15","Washington, DC 20009","Most countries, without the ability to make #Vaccines locally, will be forced to rely on others like the US, China,… https://t.co/QUCozLB4Ru",2020-08-18
"709","18-08-2020 11:57","Nashville, TN","#DNA  zooms up charts in 1st week; hear #vaccines episode: https://t.co/oDrayhi7zN . #pandemic , #COVID19 , #CovidVaccine",2020-08-18
"710","18-08-2020 11:12","India","Biocon Executive Chairperson Kiran Mazumdar Shaw contracts coronavirus, informs on Twitter… https://t.co/eojjwPsw11",2020-08-18
"711","18-08-2020 11:04","TEHRAN","it’s over?!

#Covid19Millionares #covid19 
#corona #CovidVaccine",2020-08-18
"712","18-08-2020 11:02","Berlin, Germany","Great news: @pfizer's vaccine has entered Phase 3 trial. Read more: https://t.co/pdQjLj3CVZ

#Pharmaceutical… https://t.co/ogZ2iMPdwP",2020-08-18
"713","18-08-2020 10:46","Surat, Gujarat","Is more dangerous yet to come?
#CovidVaccine #Corona #Immunization #CoronavirusPandemic #mutation #D614GVirus 
D614… https://t.co/PxwPLlt67w",2020-08-18
"714","18-08-2020 10:38","Mumbai",".@SerumInstIndia is looking to raise up to $1 billion (around Rs 7,500 crore) for Covid-19 vaccine development. Det… https://t.co/LTXSkBcI90",2020-08-18
"715","18-08-2020 10:36","Ponda, Goa","Global Vaccine Tracker

#vaccines #CovidVaccine https://t.co/hzhwKSUfV7",2020-08-18
"716","18-08-2020 09:49","İstanbul, Türkiye","CORONAVIRUS UPDATES - American businessman with Turkish-Armenian roots leads COVID-19 vaccine development… https://t.co/EsBS5MC4kW",2020-08-18
"717","18-08-2020 09:13","Hyderabad, India","Attend #webinar on #pediatrics #neonatology and #primarycare #conference and get #internationalcertificate!!! Also… https://t.co/xgE2ZPCCUT",2020-08-18
"718","18-08-2020 09:10","Hazaribag, India","Russia made world's first #covid19 vaccine..

Thank god, its not as ineffective as the first thing we adopted from… https://t.co/xWLl5QJLZa",2020-08-18
"719","18-08-2020 08:52","Chennai","Search chennai corona affected street or area wise https://t.co/eqIPQlcCoP 

#CovidVaccine #Covid19Chennai #COVID19… https://t.co/atfmdDFHrQ",2020-08-18
"720","18-08-2020 08:00","Sheffield & Leeds","How will be vaccinate the world?
#vacine #vaccinate #coronavirus
#covidvaccine 
Source: @BBCNews Design: Mark Hall https://t.co/lagiNuN9Zb",2020-08-18
"721","18-08-2020 07:46","Perth WA Australia","Nearly 500 deaths, most with the second wave of #coronavirus #COVIDVIC19 and it's appears that other waves are poss… https://t.co/slh5lY8i9D",2020-08-18
"722","18-08-2020 07:30","India","#covid19: #Pune study shows seroprevalence of antibodies in 51.5% samples

#COVID19India #CovidVaccine… https://t.co/fPRQAfOSxu",2020-08-18
"723","18-08-2020 07:26","India","🌟 @AmarUjalaNews Featured Me Today For Being Awarded By The Prestigious INDIA BOOK OF RECORDS On PANDEMIC 2020, Wor… https://t.co/GXsgQfs0VT",2020-08-18
"724","18-08-2020 07:04","Bangladesh","COVID-19 Vocabulary English: Incubation Period.
Click here : https://t.co/1MmQsmjFSR via @YouTube 

#COVID19… https://t.co/NfFQiw9cw3",2020-08-18
"725","18-08-2020 05:55","Hyderabad, Telangana","#CovidVaccine 29 Candidates begin trials and 6 of them at phase-3 of clinical trials.

https://t.co/q8X0nsD50Y",2020-08-18
"726","18-08-2020 05:49","Bangladesh","COVID-19 Vocabulary English: Infectious. 
Click here : https://t.co/DFRN5Vgr72 via @YouTube 

#COVID19 
#COVID__19… https://t.co/mff9xZzyHd",2020-08-18
"727","18-08-2020 05:45","Mumbai - India","phase 3 trials begin in next 7-10 days, what does it mean for a vaccine which is already launched. :( #CovidVaccine… https://t.co/yKVon5bqX0",2020-08-18
"728","18-08-2020 05:29","Mumbai, India","""A single vaccination with ChAdOx1 nCoV-19 induced a humoral and cellular immune response in rhesus macaques,"" the… https://t.co/QBf0k2Ds05",2020-08-18
"729","18-08-2020 05:25","Hipokrichhistan","Leaks from Russian lab 
#CovidVaccine https://t.co/Ygv1OZEMLF",2020-08-18
"730","18-08-2020 04:49","Baku ","Preparations to #COVID19 related 31st special session of #UNGA, initiated by #Azerbaijan and #NAM is going on.… https://t.co/z1vYGjaoBH",2020-08-18
"731","18-08-2020 04:47","Bangladesh","COVID-19 Vocabulary English: Outbreak.

Click here : https://t.co/bOU5xkMpxC via @YouTube
 
 #COVID19 
#COVID__19… https://t.co/9Mk7ykMTYN",2020-08-18
"732","18-08-2020 04:31","Bengaluru, INDIA","COVID-19: Human Trails of desi Vaccine begin in Belagavi

Video Link ►https://t.co/Bc0dT7vajM

#TV9Kannada… https://t.co/rAiZO6BYE4",2020-08-18
"733","18-08-2020 04:20","New York, USA","#Russia produces first batch of #Covid vax; set to roll out from August endhttps://www.magzter.com/article/Newspape… https://t.co/H0aEFUJOo8",2020-08-18
"734","18-08-2020 03:51","Las Vegas, NV","@realDonaldTrump your gonna go down as the worst President of all time... All you did in 4 years is dodge Stormy Da… https://t.co/iDbMKggxvQ",2020-08-18
"735","18-08-2020 03:14","United States","Just so we’re clear on how I feel about a #covidvaccine https://t.co/0jSI8gGQKP",2020-08-18
"736","18-08-2020 03:07","HELLAFORNIA","Underground Hip Hop

#Hiphop #InstrumentalMusic #undergroundhiphop #boombap #hiphopbeats #hiphopculture #lofihiphop… https://t.co/y3Eeil4rDt",2020-08-18
"737","18-08-2020 03:01","Hyderabad ","#CovidVaccine- Scare!!Be careful 
Russia and China has itself approved a novel Coronavirus vaccine in a similar fas… https://t.co/iRZrHbOzZs",2020-08-18
"738","18-08-2020 03:00","İstanbul, Türkiye","Turkey, Russia discuss cooperation on Moscow’s coronavirus vaccine #COVID19 #CovidVaccine
https://t.co/NE994CCbgn https://t.co/2fynnacIiE",2020-08-18
"739","18-08-2020 02:39","India","The national expert group on vaccine administration for COVID-19 met representatives of leading domestic manufactur… https://t.co/LousXXuqZH",2020-08-18
"740","18-08-2020 02:33","Dasma Cavite","So glad it works 

#Covid_19 #covidph #RussianVaccine #CovidVaccine #PhilHealthcorruption https://t.co/kpHnWweJ0i",2020-08-18
"741","18-08-2020 02:06","London, England","When I see the corona recovery is going better in here.
#covidinengland #coronavirus #england #CovidVaccine https://t.co/yxed28kVpy",2020-08-18
"742","18-08-2020 01:55","India","The National Sports Awards likely to be held virtually due to COVID VIRUS pandemic

#COVID19
#CovidVaccine… https://t.co/tmLvMZEdlM",2020-08-18
"743","18-08-2020 01:52","Washington, DC","We must have adequate representation in these vaccine trials.  #vaccinetrials #covidvaccine https://t.co/Z7BioCBpDs",2020-08-18
"744","18-08-2020 01:45","Deepest, darkest Victoria","""...Get ready for a long wait. Even if the Australian Government signs an advanced purchase agreement to secure pri… https://t.co/4IFfrJ8S4J",2020-08-18
"745","18-08-2020 01:39","Jaipur, India","“Journalism can never be silent: That is its greatest virtue and its greatest fault. It must speak, and speak immed… https://t.co/uvbKuQ5f3g",2020-08-18
"746","18-08-2020 01:04","San Francisco ","Now at https://t.co/86d419hWQF Peter Chin-Hong and Erin Allday #COVID19 discuss how the Bay Area is doing this week… https://t.co/s64UP3SE3u",2020-08-18
"747","17-08-2020 23:39","Los Angeles","Pfizer is looking to sign up people for a covid vaccine study. You get a drug or a placebo. Then OVER THE NEXT 2 YE… https://t.co/Alht77F81g",2020-08-17
"748","17-08-2020 22:45","San Jose, CA","#immigration #COVID19 #CovidVaccine #2020Census So much is at stake during our next #2020election, we urge everyone… https://t.co/oDrSijIejr",2020-08-17
"749","17-08-2020 22:11","Seattle, USA","Brazil's state-run Oswaldo Cruz Foundation (@fiocruz) will commence production in December of an initial 100 millio… https://t.co/NHMuExZCOx",2020-08-17
"750","17-08-2020 22:06","Lake Grace, Western Australia","#Wuhan CHINA 

China ended LOCKDOWNS 7/April. Either China already made the VAXX before they UNLEASHED #COVID19 on… https://t.co/4mVi49h3Ku",2020-08-17
"751","17-08-2020 21:59","Canada","HCQ works when given early and/or as a preventative measure. #lancetgate #CERB #DefendTheNorth #coronavirus… https://t.co/QC74RIpMNF",2020-08-17
"752","17-08-2020 21:48","Earth","Saw this thought it was funny #vaccines #CovidVaccine #BillGatesIsNotADoctor https://t.co/JZWxw7Rjqo",2020-08-17
"753","17-08-2020 21:10","New York","""A vaccine can protect us from an infectious disease. It cannot, however, provide immunity from the multiple person… https://t.co/DjpYWZFp9O",2020-08-17
"754","17-08-2020 20:58","I'm on a plane...🗺","Important regarding #vaccines 
#CovidVaccine

https://t.co/AjW3ry9V28",2020-08-17
"755","17-08-2020 20:45","D.C. Metro ","Federal officials are working with California, Florida, Minnesota, North Dakota, &amp; Philadelphia to develop plans to… https://t.co/4ytTyCd3eB",2020-08-17
"756","17-08-2020 20:11","India","Do you trust #Russia &amp; #VladimirPutin on #RussianVaccine for #coronavirus ?

#russiavaccine #RussiaReport #COVID19… https://t.co/CkDBE5HejA",2020-08-17
"757","17-08-2020 19:53","McAllen, TX, Monterrey, MX","Just received my tracking implant err, I mean the experimental #CovidVaccine 😅
Now waiting for any immediate side e… https://t.co/IOW2xzL6t2",2020-08-17
"758","17-08-2020 19:40","İstanbul, Türkiye","President Recep Tayyip Erdoğan and Russian President Vladimir Putin have discussed cooperation on Moscow’s recently… https://t.co/J8sOsWQC1I",2020-08-17
"759","17-08-2020 19:31","Sialkot, Pakistan","Vaccines R wonderful, protecting against viruses which do not exist. 15 Ukrainian Soldiers were given #CovidVaccine… https://t.co/PEjGm2jsFB",2020-08-17
"760","17-08-2020 18:58","Washington, DC","U.S. drug developer #Novavax says its experimental #COVID19 #vaccine is starting the 2nd phase of testing in… https://t.co/Dbk8qNOTCL",2020-08-17
"761","17-08-2020 18:56","Washington DC","#Novavax said on Monday it started a mid-stage study of its experimental #COVID19 #vaccine in #SouthAfrica, as the… https://t.co/BIKN4u5mlM",2020-08-17
"762","17-08-2020 18:53","Middlesbrough, England","Question: has anyone successfully signed up? My parents can’t because the promised email link doesn’t arrive. Is it… https://t.co/dL2FSc4Rzo",2020-08-17
"763","17-08-2020 17:52","United States","Just enrolled into a pivotal phase 3 clinical trial of COVID vaccine. Stay tuned for weekly updates. #CovidVaccine… https://t.co/wo0TKTwKuv",2020-08-17
"764","17-08-2020 17:21","Mughalsarai, India","Postpone NEET &amp;JEE EXAMS 
@narendramodi
large numbers of life are at stake of risk. 
#COVID19  #flood #CovidVaccine",2020-08-17
"765","17-08-2020 16:42","Massachusetts","$GERN up 7% today.... It's either going to cure #BloodCancer or go go down in flames.... But I will wait...… https://t.co/wxZHvtsajV",2020-08-17
"766","17-08-2020 16:40","india","Often when you think you're at the end of something, you're at the beginning of something else. #hope #CovidVaccine… https://t.co/GRMcxe8leJ",2020-08-17
"767","17-08-2020 16:21","Chennai, India","A targeted recruitment programme broadcast in Gujarati, Punjabi, Bengali and Urdu is among the measures being deplo… https://t.co/7AR9tVnnK4",2020-08-17
"768","17-08-2020 16:17","Chandigarh","Expert group meets #Covidvaccine makers as #India cases reach 26.47 lakh https://t.co/3b5IxK3h8a @anshumalini3",2020-08-17
"769","17-08-2020 16:08","San Francisco, East Bay, CA","India silently on the job of giving the world a #CovidVaccine. Clinical trials in phase-2 in progress -""COVID-19 va… https://t.co/fTMtwiwCgZ",2020-08-17
"770","17-08-2020 15:46","India","National Expert Group on Vaccine Administration meets the Domestic Vaccine Manufactures
PIB (@PIB_India)… https://t.co/Eoci6vseWv",2020-08-17
"771","17-08-2020 15:39","northampton, middle england ","@BBCNews You pay me £5,000 cash tax free and I’ll take the chance..as this my life you playing with and .you can st… https://t.co/dHiuzEDwq2",2020-08-17
"772","17-08-2020 15:37","Mumbai","Doctors seeking @rautsanjay61 's resignation from #Maharashtra CM @uddhavthackeray 

#DoctorSecondSingle #Doctor… https://t.co/HE5G7kQtTE",2020-08-17
"773","17-08-2020 15:23","Bethesda, Maryland","NIAID Funding Opportunity: NOT-AI-20-065, Notice of Special Interest (NOSI)—Emergency Awards for Limited Clinical T… https://t.co/LtCYT5RlGL",2020-08-17
"774","17-08-2020 15:15","United States","A COVID-19 Vaccine Is About To Be Tested In D.C. With Hundreds of Volunteers  https://t.co/Jwp8jIhPQ7 via @wamu885… https://t.co/ItY79q6r9F",2020-08-17
"775","17-08-2020 15:13","United States","Trust, Fear and Solidarity Will Determine the Success of a COVID Vaccine https://t.co/fPXpHsIu9h via @khnews… https://t.co/fUgx55y50a",2020-08-17
"776","17-08-2020 15:13","Lucknow, India","I dont know much about covid 19 but Mask laga laga ke meri sase jrur fulne lagi hai.
#CovidVaccine #COVID19India",2020-08-17
"777","17-08-2020 15:05","New York State","Do you know the story of Hanneke Schuitemaker? #COVIDvaccine  https://t.co/0bmdf2okN0?",2020-08-17
"778","17-08-2020 14:59","New Delhi","Sanofi Snags Another US Biotech Asset With $3.7 Billion Deal For Principia Biopharma
https://t.co/4CrQsZYWFT… https://t.co/NCehFKfzS4",2020-08-17
"779","17-08-2020 14:56","CHICAGO","#CovidVaccine - a lot of people are ready &amp; eager to get it, but many will be hesitant not just because they're war… https://t.co/G9RAYlcCIZ",2020-08-17
"780","17-08-2020 14:44","England","#CanSinoBIO lists successfully on STAR Market as Initial dual listing #CovidVaccine #China company… https://t.co/0EvMRVPmY3",2020-08-17
"781","17-08-2020 14:41","StocksLand 💶💵💷","$CVAC $69,52 is jumping 24,36% now. #CureVac #COVID19 #CovidVaccine  https://t.co/WmSGMnShAV",2020-08-17
"782","17-08-2020 14:39","Tamil Nadu, India","Automatic Hand Sanitizer Machine |Budget Hand Sanitizer Machine |Corona Prevent |Rajtecinfo
https://t.co/YD3DjZEDTN… https://t.co/Zufw44Gaes",2020-08-17
"783","17-08-2020 14:30","India","A mutation of COVID-19 found in Malaysia is the predominant strain found in Europe and US  https://t.co/LsNZZjWmH0… https://t.co/wGgJNOKrML",2020-08-17
"784","17-08-2020 14:21","Hindustan ","A strain of the novel #Coronavirus that is 10 times more infectious has been found in #Malaysia
#Corona… https://t.co/XsFBE00mME",2020-08-17
"785","17-08-2020 14:16","İstanbul, Türkiye","Turkey, Russia discuss cooperation on Moscow’s coronavirus vaccine #COVID19 #CovidVaccine  https://t.co/qiibwIVHaH",2020-08-17
"786","17-08-2020 13:40","London, England","China grants 1st patent to indigenously developed Covid vaccine

""China has granted the first invention patent to a… https://t.co/P2XZHT5s4f",2020-08-17
"787","17-08-2020 13:15","Glasgow","I’ve registered for #CovidVaccine trials 👇https://t.co/va1pP84hhX",2020-08-17
"788","17-08-2020 12:52","UK","Russia's COVID-19 vaccine has received regulatory approval for foreign markets(Reuters). Interestingly they chose t… https://t.co/YfTmi3rNrE",2020-08-17
"789","17-08-2020 12:46","Dublin, OH","Russia’s First batch of Coronavirus Vaccine is ready
#Russia has #announced its #victory with the #vaccine for… https://t.co/lDlFnyAEtV",2020-08-17
"790","17-08-2020 12:44","Texas, USA","L⭕️⭕️K &amp; Learn!#WakeUpAmerica #WalkAwayFromDemocrats #COVID19 #CovidVaccine #Covid19Millionares #Plandemic… https://t.co/Q04or6KRVb",2020-08-17
"791","17-08-2020 12:41","Seattle, WA","#CovidVaccine under clinical trial in Oregon as Doctors step up for humanity.  https://t.co/necEDc7wx1",2020-08-17
"792","17-08-2020 12:23","LA/PSD,CA•LVC,Nv•AZ•CO•NYCSQ","I pledge allegiance to the flag of the United States of America and to the Republic for which it stands, one Nation… https://t.co/vpnTIXf0dy",2020-08-17
